tweets,label,preprocess_tweets
Gove: There is a free trade area extending from Iceland to the Turkish border. We will be part of this after we #VoteLeave #r4today,leave,gove : there is a free trade area extending from iceland to the turkish border we will be part of this after we <hashtag> <hashtag>
Gove: It's in the economic interest of other EU nations to strike a good deal with the UK when we #VoteLeave #r4today,leave,gove : it's in the economic interest of other eu nations to strike a good deal with the uk when we <hashtag> <hashtag>
Gove: Britain's manufacturing industries will benefit if we #VoteLeave #r4today,leave,gove : britain's manufacturing industries will benefit if we <hashtag> <hashtag>
Gove: The failure of the single currency means Europe has the lowest levels of economic growth other than Antarctica #VoteLeave #r4today,leave,gove : the failure of the single currency means europe has the lowest levels of economic growth other than antarctica <hashtag> <hashtag>
Gove: Organisations like Goldman Sachs benefit from the European Union &amp; are responsible for our destiny in a way that is unfair #r4today,leave,gove : organisations like goldman sachs benefit from the european union amp ; are responsible for our destiny in a way that is unfair <hashtag>
Gove: The EU is a job destroying machine #VoteLeave #r4today,leave,gove : the eu is a job destroying machine <hashtag> <hashtag>
Gove: George Soros urged the UK to scrap the pound and adopt the euro #WrongThenWrongNow #r4today,stay,gove : george soros urged the uk to scrap the pound and adopt the euro <hashtag> <hashtag>
Gove: The British economy has strengthened in the last few months - employment is on the rise #VoteLeave #TakeControl #r4today,leave,gove : the british economy has strengthened in the last few months - employment is on the rise <hashtag> <hashtag> <hashtag>
Telegraph backs #VoteLeave: 'A world of opportunity is waiting for a fully independent Britain' https://t.co/aXyCV7WGO0,leave,telegraph backs <hashtag> ' a world of opportunity is waiting for a fully independent britain ' <url>
Boris: 'Our message is one of hope and belief in Britain'. #ProjectHope #VoteLeave https://t.co/QvQq5MLEhW,leave,boris : ' our message is one of hope and belief in britain ' <hashtag> <hashtag> <url>
BBC News - EU referendum: Cameron 'told migration target was impossible' #VoteLeave https://t.co/r28NEEaB15,leave,bbc news - eu referendum : cameron ' told migration target was impossible ' <hashtag> <url>
RT @GdnPolitics: Cameron 'told migration was target impossible within EU four years ago' https://t.co/RvyLs6kAUO,leave,rt : cameron ' told migration was target impossible within eu four years ago ' <url>
"RT @DJack_Journo: Cameron knew 4 yrs ago his immigration target was impossible but kept making promise, says Steve Hilton #Brexit https://t…",stay,rt : cameron knew <number> yrs ago his immigration target was impossible but kept making promise says steve hilton <hashtag> <url> …
RT @BorisJohnson: Less than 3 days until your chance to Vote Leave + take control of our country’s destiny. Sign up to join me here: https:…,stay,rt : less than <number> days until your chance to vote leave + take control of our country ’ s destiny sign up to join me here : https : …
Are you going to #VoteLeave on Thursday? RETWEET this pledge card to show your support! https://t.co/EdCvEl7h8M,leave,are you going to <hashtag> on thursday retweet this pledge card to show your support <url>
RT @IanAxton: Full statement from Conservative Charlotte Leslie MP who tonight has decided to vote for #Brexit #EUref  https://t.co/VsbIKVU…,stay,rt : full statement from conservative charlotte leslie mp who tonight has decided to vote for <hashtag> <hashtag> <url> …
RT @itvwestcountry: #Bristol North West MP @CLeslieMP chooses Brexit #EUref https://t.co/zvY8ToFQN8 https://t.co/CJCOE4cDEJ,leave,rt : <hashtag> north west mp chooses brexit <hashtag> <url> <url>
"Charlotte Leslie MP comes out for #VoteLeave: ""I cannot see the European Project...as anything but a fantasy, and as such, dangerous.""",leave,"charlotte leslie mp comes out for <hashtag> "" i cannot see the european projectas anything but a fantasy and as such dangerous """
RT @OutandProudUK: Great news that the @Telegraph backs #VoteLeave – even better that Matt is Out &amp; Proud too! https://t.co/nlnJRzrDXU http…,leave,rt : great news that the backs <hashtag> – even better that matt is out amp ; proud too <url> http …
Nurses will #VoteLeave so we can spend the £350 million we send to the EU every week on our priorities like the NHS https://t.co/cLPYFBf4IY,leave,nurses will <hashtag> so we can spend the <number> million we send to the eu every week on our priorities like the nhs <url>
REVEALED: Cameron was told by officials in 2012 directly &amp; explicitly it was impossible to meet immigration target in the EU #VoteLeave,leave,reveale <smile> cameron was told by officials in <number> directly amp ; explicitly it was impossible to meet immigration target in the eu <hashtag>
"Tomorrow's Daily Mail front page: ""Cameron's Migration Deception"" #VoteLeave https://t.co/78J1EKQ86W",leave,"tomorrow's daily mail front page : "" cameron's migration deception "" <hashtag> <url>"
RT @suttonnick: Tuesday's Telegraph supports a vote to Leave in front page editorial #tomorrowspaperstoday #bbcpapers #euref https://t.co/U…,stay,rt : tuesday's telegraph supports a vote to leave in front page editorial <hashtag> <hashtag> <hashtag> <url> …
Let's #VoteLeave and implement an Australian style points based immigration system https://t.co/GQ0EXZVUIq,leave,let's <hashtag> and implement an australian style points based immigration system <url>
Tomorrow's Express: EU 'Very Bad' For Pensions #VoteLeave https://t.co/3cKtQsbFNr,leave,tomorrow's express : eu ' very bad ' for pensions <hashtag> <url>
The Telegraph backs #VoteLeave https://t.co/bweIjCKc0p,leave,the telegraph backs <hashtag> <url>
RT @Telegraph: Telegraph View: Vote leave to benefit from a world of opportunity  https://t.co/jmbGnMWG1o,stay,rt : telegraph view : vote leave to benefit from a world of opportunity <url>
The safer option is to #VoteLeave on Thursday https://t.co/MIMrH2I9Mn,leave,the safer option is to <hashtag> on thursday <url>
72 hours to go - follow this link to add a twibbon to your profile pic TODAY: https://t.co/qgl3OTohE2 #VoteLeave https://t.co/wBkkPa4JtT,leave,<number> hours to go - follow this link to add a twibbon to your profile pic today : <url> <hashtag> <url>
"RT @gregsmithsw6: Fantastic cross party @vote_leave team out in Fulham tonight: Conservatives, Greens, UKIP &amp; some of no party at all! http…",stay,rt : fantastic cross party team out in fulham tonight : conservatives greens ukip amp ; some of no party at all http …
RT @timothy_stanley: Thursday is about democracy. Nothing else. Please don't be distracted. It's a simple question of who governs. #Brexit,stay,rt : thursday is about democracy nothing else please don't be distracted it's a simple question of who governs <hashtag>
RT @DouglasCarswell: Former head of the SAS on why we should @vote_leave  https://t.co/BVX9VqXjZu,leave,rt : former head of the sas on why we should <url>
RT @timesredbox: Why the City should not fear Brexit by @Cowlo24  https://t.co/x2e5LOAPvi https://t.co/gbBN9aZNlO,leave,rt : why the city should not fear brexit by <url> <url>
President of the European Parliament: 'The EU is in a dismal state.'  #VoteLeave https://t.co/YE1n3hPKUz,leave,president of the european parliament : ' the eu is in a dismal state ' <hashtag> <url>
Let's #VoteLeave and implement an Australian style points based immigration system #TakeControl https://t.co/vJ6n5O4ism,leave,let's <hashtag> and implement an australian style points based immigration system <hashtag> <url>
Even David Cameron admits that the UK does not benefit from uncontrolled immigration #VoteLeave https://t.co/ltKIAoFTyJ,leave,even david cameron admits that the uk does not benefit from uncontrolled immigration <hashtag> <url>
Corbyn acknowledged that uncontrolled migration has a negative impact on workers' rights &amp; has led to a growth in zero-hour contracts (2/2),stay,corbyn acknowledged that uncontrolled migration has a negative impact on workers ' rights amp ; has led to a growth in zero-hour contracts <number> / <number>
So what did we learn from the #InOrOut debate? Corbyn criticised the EU's treatment of Greece and the EU-Turkey deal on migration (1/2),stay,so what did we learn from the <hashtag> debate corbyn criticised the eu's treatment of greece and the eu-turkey deal on migration <number> / <number>
RT @Vote_LeaveMedia: Jeremy is certainly not a lover of the EU - you can listen to his actual views here https://t.co/ZKF6tOoK5Q #VoteLeave…,leave,rt : jeremy is certainly not a lover of the eu - you can listen to his actual views here <url> <hashtag>
We hope people vote on Thursday too - it’s our only chance to make sure all future votes count…#VoteLeave #InOrOut #VoteDemocracy,stay,we hope people vote on thursday too - it ’ s our only chance to make sure all future votes count … <hashtag> <hashtag> <hashtag>
Immigration is good for our country. Let's #VoteLeave and implement a fairer system. #InOrOut https://t.co/nyPAOSx1Nu,leave,immigration is good for our country let's <hashtag> and implement a fairer system <hashtag> <url>
Problem Jeremy - if we have free movement AND open borders you have a huge pull factor… https://t.co/RGxwB8vNeF #InOrOut,leave,problem jeremy - if we have free movement and open borders you have a huge pull factor … <url> <hashtag>
.@jeremycorbyn is right - uncontrolled EU immigration can put real pressure on local services. #VoteLeave #InOrOut https://t.co/To0fOWJ2ua,leave,is right - uncontrolled eu immigration can put real pressure on local services <hashtag> <hashtag> <url>
.@jeremycorbyn does not believe in putting a limit on immigration #InOrOut #VoteLeave,leave,does not believe in putting a limit on immigration <hashtag> <hashtag>
"Jeremy sets out foreign policy suggestions, but EU undermines our foreign policy &amp; wants to take away our seat on UN Sec. Council #InOrOut",leave,jeremy sets out foreign policy suggestions but eu undermines our foreign policy amp ; wants to take away our seat on un sec council <hashtag>
"We want a more humane, more fair immigration system. Let’s stop discriminating against non-EU nationals #InOrOut https://t.co/f4jB3cVHe1",leave,we want a more humane more fair immigration system let ’ s stop discriminating against non-eu nationals <hashtag> <url>
"Er, Jeremy - these rights all came from the UK Parliament, NOT the EU.  #VoteLeave #InOrOut",leave,er jeremy - these rights all came from the uk parliament not the eu <hashtag> <hashtag>
.@jeremycorbyn explaining to @SkyNews audience how #TTIP (US/EU trade deal) could damage workers rights &amp; NHS #InOrOut,stay,explaining to audience how <hashtag> us / eu trade deal could damage workers rights amp ; nhs <hashtag>
Labour MP @GiselaStuart believes we should #VoteLeave on Thursday #InOrOut https://t.co/p0SbLNG8IF,leave,labour mp believes we should <hashtag> on thursday <hashtag> <url>
If Jeremy wants to help the UK steel industry he should #VoteLeave https://t.co/2xzmd7yYXo #InOrOut,leave,if jeremy wants to help the uk steel industry he should <hashtag> <url> <hashtag>
Corbyn suggesting that he will break EU law in order to renationalise the railways. That's the point - the EU has the final say #InOrOut,leave,corbyn suggesting that he will break eu law in order to renationalise the railways that's the point - the eu has the final say <hashtag>
How are you going to stop the Railway Package @jeremycorbyn? EVERY time the UK has opposed a measure in the EU it’s been outvoted #InOrOut,leave,how are you going to stop the railway package every time the uk has opposed a measure in the eu it ’ s been outvoted <hashtag>
".@jeremycorbyn used to highlight the EU’s failings, why did he change his tune? https://t.co/n2iG7ouIwe #InOrOut #VoteLeave",leave,used to highlight the eu ’ s failings why did he change his tune <url> <hashtag> <hashtag>
Corbyn says EU needs to change if we stay in. But Cameron got nothing in his renegotiation even though he threatened to leave! #InOrOut,stay,corbyn says eu needs to change if we stay in but cameron got nothing in his renegotiation even though he threatened to leave <hashtag>
".@jeremycorbyn is right - TTIP, the EU-US trade deal, does pose a threat to our NHS #InOrOut #VoteLeave https://t.co/77WD6Dk7AJ",leave,is right - ttip the eu-us trade deal does pose a threat to our nhs <hashtag> <hashtag> <url>
Audience member points out that @jeremycorbyn has argued for many years that we should leave the EU #InOrOut #VoteLeave,stay,audience member points out that has argued for many years that we should leave the eu <hashtag> <hashtag>
".@jeremycorbyn asks for dramatic reform in the EU, but PM's deal showed that there is no appetite for reform in Brussels #InOrOut #VoteLeave",leave,asks for dramatic reform in the eu but pm's deal showed that there is no appetite for reform in brussels <hashtag> <hashtag>
.@jeremycorbyn is right - uncontrolled EU immigration can put real pressure on local services. #VoteLeave #InOrOut https://t.co/tY7WQqMKbr,leave,is right - uncontrolled eu immigration can put real pressure on local services <hashtag> <hashtag> <url>
RETWEET: Sir James Dyson thinks we should #VoteLeave #InOrOut https://t.co/13xoAbLZL0,leave,retweet : sir james dyson thinks we should <hashtag> <hashtag> <url>
"Let's #VoteLeave on Thursday and implement a fairer, Australian style points-based immigration system #InOrOut https://t.co/CaMlpixwqm",leave,let's <hashtag> on thursday and implement a fairer australian style points-based immigration system <hashtag> <url>
Audience member on @SkyNews: 'If you don't control immigration you get undercutting of wages.' #InOrOut #VoteLeave,leave,audience member on : ' if you don't control immigration you get undercutting of wages ' <hashtag> <hashtag>
Many Labour voters will #VoteLeave on Thursday. Here's why #InOrOut https://t.co/v1lh2Wcz3W,leave,many labour voters will <hashtag> on thursday here's why <hashtag> <url>
"When something isn't working, it's time to #VoteLeave #InOrOut https://t.co/hA011Vnlsb",leave,when something isn't working it's time to <hashtag> <hashtag> <url>
Let's #VoteLeave and spend more money on our #NHS #InOrOut https://t.co/FCemKZmNhc,leave,let's <hashtag> and spend more money on our <hashtag> <hashtag> <url>
Corbyn knows the EU works for elites but not for working families. Safer to #VoteLeave on Thursday #InOrOut https://t.co/u5YI6EYlc4,leave,corbyn knows the eu works for elites but not for working families safer to <hashtag> on thursday <hashtag> <url>
Jeremy Corbyn: We have a European bureaucracy totally unaccountable to anybody #TakeControl #inorout https://t.co/GoYafsb3lQ,leave,jeremy corbyn : we have a european bureaucracy totally unaccountable to anybody <hashtag> <hashtag> <url>
This is how @jeremycorbyn describes the European Union #VoteLeave #TakeControl https://t.co/ZLH4DwwTDo,leave,this is how describes the european union <hashtag> <hashtag> <url>
RT @montie: Senior US Congressmen write to Obama - attacking his #EUref intervention https://t.co/WU7dR4SNXs,stay,rt : senior us congressmen write to obama - attacking his <hashtag> intervention <url>
We have #ProjectHope. Let's #VoteLeave on Thursday. https://t.co/0T9zStfZWV,leave,we have <hashtag> let's <hashtag> on thursday <url>
".@andrealeadsom tells @BuzzFeedUK:'Genuinely, as a mum, all the sunlit uplands are when we leave the EU' #VoteLeave https://t.co/KhywKSYD9M",stay,tells : ' genuinely as a mum all the sunlit uplands are when we leave the eu ' <hashtag> <url>
The EU economy is failing. The safer option for the UK is to #VoteLeave on Thursday https://t.co/b5b4ziqxQf,leave,the eu economy is failing the safer option for the uk is to <hashtag> on thursday <url>
The 'IN' campaign have no plan for controlling immigration #VoteLeave https://t.co/qsh2AQlYuW,leave,the ' in ' campaign have no plan for controlling immigration <hashtag> <url>
.@patel4witham writes for @MumsnetBloggers on why the safer option is to #VoteLeave https://t.co/A8Xw9qkRN6 https://t.co/UrUDxBW6v3,leave,writes for on why the safer option is to <hashtag> <url> <url>
A vote to stay 'IN' the EU is not a vote for the status quo. The safer option is to #VoteLeave on Thursday. https://t.co/WVorxcmtFv,stay,a vote to stay ' in ' the eu is not a vote for the status quo the safer option is to <hashtag> on thursday <url>
Uncontrolled immigration hits those on lower incomes the hardest. Let's #VoteLeave and implement a fairer system. https://t.co/NLPxngg1Nz,leave,uncontrolled immigration hits those on lower incomes the hardest let's <hashtag> and implement a fairer system <url>
Countries like Australia &amp; Canada have a points-based immigration system. Let's #VoteLeave and join them! https://t.co/rRgwZqqU51,leave,countries like australia amp ; canada have a points-based immigration system let's <hashtag> and join them <url>
Are you going to #VoteLeave on Thursday? RETWEET this pledge card to show your support! https://t.co/3AnKayHM2i,leave,are you going to <hashtag> on thursday retweet this pledge card to show your support <url>
"RT @BorisJohnson: Please Vote Leave on Thursday, because we'll never get this chance again: https://t.co/x9GsokCeXC",stay,rt : please vote leave on thursday because we'll never get this chance again : <url>
RETWEET if you will be voting to fire the unelected elites in Brussels on Thursday https://t.co/kvO2JZL23s,stay,retweet if you will be voting to fire the unelected elites in brussels on thursday <url>
"New EU rules on tax could cost each household over £2,600: https://t.co/Gb39r0t8ad #VoteLeave #TakeControl https://t.co/oF3ZT5Dwzl",leave,new eu rules on tax could cost each household over <number> <url> <hashtag> <hashtag> <url>
READ: It is official government policy for Serbia to join the European Union https://t.co/K4ruovuCyk #VoteLeave https://t.co/qWoCTWqoVH,leave,rea <smile> it is official government policy for serbia to join the european union <url> <hashtag> <url>
How could leaving the EU help your local NHS? Type in your post code to find out: https://t.co/bi4WK0kEp7 #VoteLeave https://t.co/0GMpGzIBzR,leave,how could leaving the eu help your local nhs type in your post code to find out : <url> <hashtag> <url>
"If Turkey isn't joining the EU, why do we have a dedicated team in Ankara? https://t.co/fldat89xAA #VoteLeave https://t.co/mLDPjUhcvf",leave,if turkey isn't joining the eu why do we have a dedicated team in ankara <url> <hashtag> <url>
DOWNLOAD the Vote Leave app and help us win the EU referendum: https://t.co/keQEt4CjPR #VoteLeave https://t.co/QbkiuiEUCm,stay,download the vote leave app and help us win the eu referendum : <url> <hashtag> <url>
Boris: They talk Bosch. We talk up Britain. #VoteLeave #TakeControl https://t.co/tFqIQaSBol,leave,boris : they talk bosch we talk up britain <hashtag> <hashtag> <url>
"Let's take back control of our money, our economy, our borders, our security and our taxes #VoteLeave #ProjectHope https://t.co/GdvSvL8Gim",leave,let's take back control of our money our economy our borders our security and our taxes <hashtag> <hashtag> <url>
.@HarrietHarman cannot even name the Five Presidents of the EU. That's because they're unelected. #VoteLeave https://t.co/x0Vywv8TYs,leave,cannot even name the five presidents of the eu that's because they're unelected <hashtag> <url>
Former Archbishop of Canterbury Lord Carey urges people to vote 'on the basis of hope &amp; what we might become'. https://t.co/SmCQm3QhpA,stay,former archbishop of canterbury lord carey urges people to vote ' on the basis of hope amp ; what we might become ' <url>
"Sometimes in life, if somethings not working for you - it's time to leave #VoteLeave https://t.co/K3logVZOev",stay,sometimes in life if somethings not working for you - it's time to leave <hashtag> <url>
Nurses will #VoteLeave so we can spend the £350 million we send to the EU every week on our priorities like the NHS https://t.co/NDQZNddEav,leave,nurses will <hashtag> so we can spend the <number> million we send to the eu every week on our priorities like the nhs <url>
"RT @tnewtondunn: EXCL: ""As we say in Brussels, donnez moi a break"". Watch @BorisJohnson grilled by The Sun Cabbie on #EUref; https://t.co/w…",leave,"rt : excl : "" as we say in brussels donnez moi a break "" watch grilled by the sun cabbie on <hashtag> <url> …"
RT @ElizabethHurley: Beautiful graphics: Beautiful sentiment #VoteLeave #Brexit https://t.co/8sN9Q3WARr,leave,rt : beautiful graphics : beautiful sentiment <hashtag> <hashtag> <url>
"RT @SkyNews: DAILY TELEGRAPH FRONT PAGE: 'Boris: Vote leave, change history' #skypapers https://t.co/JtibeC5bIq",stay,rt : daily telegraph front page : ' boris : vote leave change history ' <hashtag> <url>
RT @SkyNews: DAILY EXPRESS FRONT PAGE: 'New EU tax raid on Britain' #skypapers https://t.co/NjgfdQn1Az,leave,rt : daily express front page : ' new eu tax raid on britain ' <hashtag> <url>
RT @SkyNews: DAILY MAIL FRONT PAGE: 'PM's TV mauling over migration' #skypapers https://t.co/lXxPILfflu,stay,rt : daily mail front page : ' pm's tv mauling over migration ' <hashtag> <url>
RT @SkyNews: SUN FRONT PAGE: 'We Jez can't keep them out' #skypapers https://t.co/6HJzqS1NzB,stay,rt : sun front page : ' we jez can't keep them out ' <hashtag> <url>
RETWEET if you agree with Sir James Dyson that we should #VoteLeave and #TakeControl on Thursday https://t.co/oRQzH4fkcR,leave,retweet if you agree with sir james dyson that we should <hashtag> and <hashtag> on thursday <url>
Genuinely puzzled by Sayeeda 'defection'. We weren't aware she was ever part of the #VoteLeave campaign... https://t.co/iBRmfUyti7,leave,genuinely puzzled by sayeeda ' defection ' we weren't aware she was ever part of the <hashtag> campaign <url>
RT @nadhimzahawi: Been part of the leave campaign from start. I had no idea that @SayeedaWarsi was part of the leave campaign. News to all…,stay,rt : been part of the leave campaign from start i had no idea that was part of the leave campaign news to all …
"RT @DanHannanMEP: When I invited Sayeeda Warsi to join the Leave campaign, she declined. Fair enough, obviously. But how is this a ""defecti…",stay,"rt : when i invited sayeeda warsi to join the leave campaign she declined fair enough obviously but how is this a "" defecti …"
@DavidWooding @SayeedaWarsi Hardly a blow when we never even knew she was part of the campaign...,stay,hardly a blow when we never even knew she was part of the campaign
.@SamCoatesTimes @elliotttimes Puzzled by 'defection'. We didn't even know she was part of the campaign...,stay,puzzled by ' defection ' we didn't even know she was part of the campaign
@BethRigby @elliotttimes @SayeedaWarsi Hardly. We didn't even know she was part of the campaign...,stay,hardly we didn't even know she was part of the campaign
RT @harryph: Absurd Times splash. Where is the evidence that @SayeedaWarsi ever campaigned for @vote_leave in the first place? https://t.co…,leave,rt : absurd times splash where is the evidence that ever campaigned for in the first place <url> …
RT @DouglasCarswell: Jeremy Corbyn accepts that a vote to Remain is a vote for unrestricted EU migration  https://t.co/7nTnh7ly7b,stay,rt : jeremy corbyn accepts that a vote to remain is a vote for unrestricted eu migration <url>
"If you want a fairer Australian style points-based immigration system, then #VoteLeave on Thursday https://t.co/hu5jGIlblF",leave,if you want a fairer australian style points-based immigration system then <hashtag> on thursday <url>
Tomorrow's Sun front page: EU cap impossible if Remain wins #VoteLeave https://t.co/Ibs8PloHGM,stay,tomorrow's sun front page : eu cap impossible if remain wins <hashtag> <url>
Tomorrow's Daily Mail front page: PM's TV Mauling Over Migration #VoteLeave https://t.co/LJ9Qw6uT0p,leave,tomorrow's daily mail front page : pm's tv mauling over migration <hashtag> <url>
WATCH: Jeremy Corbyn tells #Marr we can't control migration as a member of the EU. Let's #TakeControl on Thursday https://t.co/ikxhBGEEE4,leave,watch : jeremy corbyn tells <hashtag> we can't control migration as a member of the eu let's <hashtag> on thursday <url>
"RT @JunckerEU: In the very long run, we will need a European army. Because we have to be credible when it comes to foreign policy #wahlaren…",stay,rt : in the very long run we will need a european army because we have to be credible when it comes to foreign policy <hashtag>
"RT @DouglasCarswell: Amazing front page for @vote_leave !   Upbeat, positive, winning #YesWeCan  https://t.co/dg4SdQPXHU",stay,rt : amazing front page for <elong> upbeat positive winning <hashtag> <url>
He can't make a better case for the EU because there isn't one to make. We need to take back control and #VoteLeave https://t.co/oOZdafUV3A,leave,he can't make a better case for the eu because there isn't one to make we need to take back control and <hashtag> <url>
RT @TelePolitics: Boris Johnson: Change the whole course of European history by backing Brexit https://t.co/4uCCpXjoUF,stay,rt : boris johnson : change the whole course of european history by backing brexit <url>
"RT @DanHannanMEP: You were right the first time, Prime Minister. https://t.co/vwdUdGhDLU",leave,rt : you were right the first time prime minister <url>
Tomorrow's Daily Express: New EU Tax Raid on Britain #VoteLeave https://t.co/bq2Y29sRek,leave,tomorrow's daily express : new eu tax raid on britain <hashtag> <url>
"Tomorrow's Telegraph front page - Boris: Vote Leave, Change History #VoteLeave https://t.co/Vntj9mAgQx",stay,tomorrow's telegraph front page - boris : vote leave change history <hashtag> <url>
"Michael Gove: ""The pple who lead the EU have never said sorry, never apologised, never admitted that they’ve got anything wrong"" #VoteLeave",leave,"michael gove : "" the pple who lead the eu have never said sorry never apologised never admitted that they ’ ve got anything wrong "" <hashtag>"
"Steve Hilton: Vote Remain for ""more of the same uncontrolled immigration; more of the same bureaucracy &amp; red tape"" #VoteLeave #TakeControl",stay,"steve hilton : vote remain for "" more of the same uncontrolled immigration ; more of the same bureaucracy amp ; red tape "" <hashtag> <hashtag>"
"Boris: Vote Remain if you want the EU to carry on “unchastened, unbound, unaccountable, undemocratic &amp; profoundly unreformed” #VoteLeave",stay,boris : vote remain if you want the eu to carry on “ unchastened unbound unaccountable undemocratic amp ; profoundly unreformed ” <hashtag>
"RT @patel4witham: They say it is “a myth that the EU defends workers"" https://t.co/TXhhGbk1Ad (2/2)",stay,"rt : they say it is “ a myth that the eu defends workers "" <url> <number> / <number>"
RT @patel4witham: UK's oldest Indian diaspora association urges Britain to @vote_leave because the EU is “unreformable and undemocratic” (1…,stay,rt : uk's oldest indian diaspora association urges britain to because the eu is “ unreformable and undemocratic ” <number> …
5/ If you don’t believe Cameron’s spin and want to take back control you need to #VoteLeave on Thursday. https://t.co/OUAMpVmktt,leave,<number> / if you don ’ t believe cameron ’ s spin and want to take back control you need to <hashtag> on thursday <url>
4/ He had no answer on how we would fund the NHS to cope with higher levels of immigration.,stay,<number> / he had no answer on how we would fund the nhs to cope with higher levels of immigration
3/ Cameron had no answers to people’s concerns on immigration &amp; failed to set out how he'd bring numbers back down to the tens of thousands,leave,<number> / cameron had no answers to people ’ s concerns on immigration amp ; failed to set out how he'd bring numbers back down to the tens of thousands
2/ The EU has recently accelerated talks with Turkey for them to join and UK taxpayers are sending £1 billion to help them do so.,leave,<number> / the eu has recently accelerated talks with turkey for them to join and uk taxpayers are sending <number> billion to help them do so
1/ Cameron has said he is the “strongest possible advocate” of Turkey joining the EU &amp; is “angry” that it's taking too long for them to join,stay,<number> / cameron has said he is the “ strongest possible advocate ” of turkey joining the eu amp ; is “ angry ” that it's taking too long for them to join
RT @montie: And this is why the Labour leadership is so out of touch with so many of its voters #marr https://t.co/qbDL0E9xJh,leave,rt : and this is why the labour leadership is so out of touch with so many of its voters <hashtag> <url>
"RT @montie: I wonder if the ""be kind"" Remain team will do as they did last time and go for personal attacks on Boris? https://t.co/zBxtIMGu…",stay,"rt : i wonder if the "" be kind "" remain team will do as they did last time and go for personal attacks on boris <url> …"
RT @LiamFoxMP: There is no reformed #EU on offer.  It is the central untruth of the #EUreferendum #EUref #TakeControl #VoteLeave #Brexit,leave,rt : there is no reformed <hashtag> on offer it is the central untruth of the <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
Read our response to #bbcqt: David Cameron repeatedly refused to answer basic questions on Turkey #VoteLeave #TakeControl,leave,read our response to <hashtag> david cameron repeatedly refused to answer basic questions on turkey <hashtag> <hashtag>
RT @TelegraphNews: Jeremy Corbyn: There is no 'upper limit' to EU migration https://t.co/nQe8ppjr5l,leave,rt : jeremy corbyn : there is no ' upper limit ' to eu migration <url>
"RT @LeeVoteLeave: The only way to achieve a controlled, fairer migration system is to #VoteLeave #EUref  https://t.co/87CHYaZDUa",leave,rt : the only way to achieve a controlled fairer migration system is to <hashtag> <hashtag> <url>
RETWEET: David Cameron refuses to say if he will veto Turkey joining the EU #VoteLeave #bbcqt https://t.co/OIs4uAhq3T,leave,retweet : david cameron refuses to say if he will veto turkey joining the eu <hashtag> <hashtag> <url>
RT @TelePolitics: Jeremy Corbyn: There is no 'upper limit' to EU migration https://t.co/Vufv5ud9N9,stay,rt : jeremy corbyn : there is no ' upper limit ' to eu migration <url>
RT @NadineDorriesMP: Just think what we could do with this money in the NHS #VoteLeave #makepeoplebetter https://t.co/GFkOOAYkID,leave,rt : just think what we could do with this money in the nhs <hashtag> <hashtag> <url>
We are paying almost £2 billion for five new countries to join the EU. How will our NHS cope? #bbcqt https://t.co/QqqJjM2T3P,leave,we are paying almost <number> billion for five new countries to join the eu how will our nhs cope <hashtag> <url>
RT @manchesterleave: The Sun on Sunday says 'set Britain free' #EUref #Brexit  https://t.co/OrCPPZWvXY,leave,rt : the sun on sunday says ' set britain free ' <hashtag> <hashtag> <url>
"With less than 4 days until we #TakeControl on 23rd June, pls RETWEET to show that you're going to #VoteLeave https://t.co/STv5RQXMzw",leave,with less than <number> days until we <hashtag> on <number> rd june pls retweet to show that you're going to <hashtag> <url>
RT @LordAshcroft: Tonight on BBC Question Time the PM batted for Brexit. #mostsincerely,stay,rt : tonight on bbc question time the pm batted for brexit <hashtag>
RT @geraldhowarth: It's clear from PM's performance on #bbcqt this evening that the safer option is to #VoteLeave,leave,rt : it's clear from pm's performance on <hashtag> this evening that the safer option is to <hashtag>
RT @JGForsyth: Corbyn's immigration honesty creates a problem for Remain https://t.co/kYZptKNlOg,stay,rt : corbyn's immigration honesty creates a problem for remain <url>
"RT @FraserNelson: Another v good question: why pledge to bring immigration to below 100,000 he knew he had no means of hitting this target?…",leave,rt : another v good question : why pledge to bring immigration to below <number> he knew he had no means of hitting this target …
"RT @FraserNelson: A question from an immigrant: tells Cameron he should do politics of hope, not threatening pensioners with punishment bud…",leave,rt : a question from an immigrant : tells cameron he should do politics of hope not threatening pensioners with punishment bud …
"RT @FraserNelson: If Cameron's face colour is a gauge, then this #bbcqt isn't going well at all for him. He's between pink and crimson.",stay,rt : if cameron's face colour is a gauge then this <hashtag> isn't going well at all for him he's between pink and crimson
RT @MitchellGoldie: Let's #VoteLeave and implement an immigration policy that doesn't discriminate against non-EU immigrations #bbcqt https…,leave,rt : let's <hashtag> and implement an immigration policy that doesn't discriminate against non-eu immigrations <hashtag> https …
RT @thesundaytimes: This is not a rejection of friends but a plea for real reform https://t.co/6iL7mojQJh #euref https://t.co/3M6Xp2dBSa,leave,rt : this is not a rejection of friends but a plea for real reform <url> <hashtag> <url>
RT @ChloeVotesLeave: Let's #VoteLeave and implement an immigration policy that doesn't discriminate against non-EU immigrations #bbcqt,leave,rt : let's <hashtag> and implement an immigration policy that doesn't discriminate against non-eu immigrations <hashtag>
The new European Council building contains seats and building space for Turkey when it joins #bbcqt #TakeControl https://t.co/kkCqktGe7Y,leave,the new european council building contains seats and building space for turkey when it joins <hashtag> <hashtag> <url>
