tweets,label
RT @StrongerInPress: .@YvetteCooperMP on #GraziaxFB said any trade deals will have to be negotiated - this could mean many years of uncerta…,stay
"RT @StrongerInPress: .@stellacreasy on #GraziaxFB highlights that inside the EU we are working as a block of 500million, rather than 60 mil…",stay
RT @StrongerInPress: .@YvetteCooperMP on #GraziaxFB highlights that we are advantaged by having these rights underpinned by the EU #Stronge…,leave
"RT @StrongerInPress: .@stellacreasy on #GraziaxFB, highlights that @vote_leave have not shown what leave looks like #StrongerIn",stay
Even the prospect of leaving Europe has caused financial panic worse than 2008 recession: https://t.co/Hvr2POJmFb https://t.co/tkagqrHuQi,leave
"RT @StrongerInPress: .@YvetteCooperMP on #GraziaxFB says if we leave the EU and protections are taken away, working women will be worst hit…",stay
RT @StrongerInPress: .@YvetteCooperMP on #GraziaxFB says we shouldn't have a race to the bottom over worker's rights - that is what @vote_l…,leave
Even the prospect of leaving Europe has caused a financial panic THIS bad - please RT: https://t.co/Hvr2POJmFb https://t.co/30PCcYeQ8Q,stay
RT @MaryCreaghMP: Rolls Royce says leaving the EU will “limit any company's ability to plan and budget for the future”: https://t.co/YPULcI…,leave
RT @jk_rowling: This is what we give up if we leave. #Remain https://t.co/4dqY0GeYRw,stay
"Leaving the EU could cost the NHS 1/4 of its budget by 2020, shows new @the_TUC analysis: https://t.co/50EtSrXxeq https://t.co/tNbOF4CLuB",leave
RT @UKLabour: Leave campaigners are trying to portray themselves as NHS saviours. But we cannot trust them - @jeremycorbyn #PMQs https://t.…,stay
RT @BenPBradshaw: Labour's Alistair Darling says he is even more worried than he was in 2008 over the economic impact if we leave Europe #L…,stay
"RT @UKLabour: .@jeremycorbyn, Labour MPs &amp; trade union leaders are united: we're voting Remain for jobs and workers' rights. RT ↓
https://t…",stay
"SIXTY experts: ""If we care about the future of the NHS, we should remain in the EU."" https://t.co/50EtSrXxeq https://t.co/wxHHCXH25g",stay
"RT @UKLabourIN: ""This is the Labour movement saying that we are voting to Remain in the European Union"" - @jeremycorbyn https://t.co/eToyQ7…",stay
RT @akhanmep: Amazing speech by @SadiqKhan campaigning for @strongerin today in Manchester https://t.co/s6duDTjvfq,leave
RT @UKLabour: Staying in EU is best for Britain. The threat if we leave is a Tory Brexit that hits working people hard #PMQs https://t.co/Z…,stay
SIXTY medical experts agree: real threat to our NHS is economic damage #Brexit would do: https://t.co/50EtSrXxeq https://t.co/2Ivu60VGqG,leave
RT @UKLabourIN: Don't risk our NHS - join @jeremycorbyn and vote to Remain on 23 June. #LabourInForBritain https://t.co/lUX7toa9Yr,stay
"RT @UKLabour: Rolls-Royce Chief Exec says: Leaving EU would ""limit any company's ability to plan &amp; budget for the future” #EUref
https://t.…",stay
"RT @UKLabour: Leave campaigners Boris Johnson, Michael Gove, Nigel Farage - cannot be trusted with our NHS. Agree? RT #PMQs → https://t.co/…",stay
"RT @Another_Europe: Here it is - our response to Farage's flotilla on the Thames. Don't let Farage sink Britain, vote Remain. https://t.co/…",stay
"RT @LibDems: Don’t fall in @Nigel_Farage, we haven’t finished cleaning up the Thames yet! #BoatRemain #INtogether #Strongerin https://t.co/…",stay
"Teachers and social workers, doctors and nurses: jobs only protected by a vote to REMAIN. https://t.co/50EtSrXxeq https://t.co/kaNsWEsc4j",stay
"RT @scotstrongerin: Over 80 artists, authors, musicians and playwrights in Scotland back #Remain in a powerful statement of support https:/…",stay
"""Vote REMAIN for jobs, protections at work &amp; for a better future"" urge Trade Union leaders  https://t.co/F5f2V8x3Rh https://t.co/tKUIDIKnBH",stay
"A vote for #Brexit ""will be a disaster for working people"", write 12 trade unions leaders https://t.co/F5f2V8x3Rh https://t.co/CxRuNl4CWM",stay
"Doctors &amp; nurses, police officers &amp; firefighters: jobs only protected by a vote to REMAIN. https://t.co/50EtSrXxeq https://t.co/rI9KISbvaS",stay
New analysis: HALF A MILLION public sector jobs are at risk if we vote to leave Europe. https://t.co/50EtSrXxeq https://t.co/JqkpYhrPDL,stay
"The leaders of 12 trade unions, inc the TUC, Unite &amp; UNISON, all agree the UK is #StrongerIn https://t.co/F5f2V8x3Rh https://t.co/IU1VEHpw0q",stay
"Being in Europe means more jobs, lower prices &amp; your rights protected. Don't risk losing all that - vote REMAIN:
https://t.co/IY6nZQdOka",stay
Labour leader @jeremycorbyn: Leave campaigners Farage and Johnson can’t be trusted on the NHS. https://t.co/JI5nbA0WoS,stay
Sadiq Khan on #Brexit: staying in the EU is the best way to protect jobs and working people https://t.co/X3CgMRZy3z https://t.co/jZpLlHJA73,stay
"""Labour is 'All In' for remaining in the EU."" - Sadiq Khan makes the Labour case for REMAIN:
https://t.co/X3CgMRZy3z https://t.co/bZScDTKUew",stay
".@sadiqkhan is backing REMAIN as it is the best way to protect jobs, wages &amp; workers' rights https://t.co/X3CgMRZy3z https://t.co/eKpHAjTJ4G",stay
"RT @David_Cameron: Rolls Royce is one of our biggest exporters, creating thousands of UK jobs - and they're clear that their staff &amp; suppli…",stay
RT @StrongerInPress: .@George_Osborne on @BBCr4today highlights that fears over leaving the EU have already led to falls in stock prices #S…,leave
"RT @NEStrongerIn: Osborne on @BBCr4today: ""We've been dealing with the consequences of the last recession for years, why would we want to i…",leave
"RT @David_Cameron: Important warning from the John Lewis boss: leaving the EU would lead to higher prices in UK shops, hitting families htt…",stay
"Leaving Europe 'would lead to higher prices', warns the boss of John Lewis - hitting UK families #StrongerIN https://t.co/Ef67DruGxS",stay
Rolls Royce accounts for £1 in every £50 of British exports - and they're clear we're stronger IN: https://t.co/Pn9Zvqkq06,stay
"""United we stand"" - archbishop @JohnSentamu on why he's voting Remain in this referendum: https://t.co/k9tO2jPzwN",stay
"RT @JohnSentamu: When it comes to #Europe, 'No nation is truly an island, even ours'. Read my article in @yorkshirepost today
https://t.co/…",stay
RT @bbclaurak: “What message wd we send to rest of world if we decided to walk away...This is not Britain I know..not the Britain I believe…,leave
"Important: leaving the EU would hit out economy, meaning public sector cuts &amp; tax rises - hitting UK families https://t.co/e6WtXquUAm",leave
"Keira Knightley explains in 30 seconds why you shouldn’t let someone else decide your future for you on 23 June.
https://t.co/eHWOIILXNp",stay
"RT @idriselba: Mate..A Brit that lives in Britain, who cares about our future, our economy and that state we will be in if we left. https:/…",stay
RT @bmj_latest: The BMJ backs remain in the #EU referendum: here editors explain why https://t.co/zx3E6bCDCM https://t.co/iUi9lOT7s9,stay
Our NHS is #StrongerIN https://t.co/wh0egobsrB,stay
"RT @SkyNews: FTSE loses £30bn in value, as growing concern about the EU referendum causes jitters in global markets https://t.co/Z5R6F5Ioa5",stay
"Leaving Europe means risking jobs, higher prices in the shops &amp; an insecure future for your family. Don't risk it.
https://t.co/Kada5O8tqW",stay
Former FM @AlexSalmond - no example of ANY organisation treating former members better than existing ones. #EUDebate https://t.co/86Czj8p4KJ,stay
"WATCH &amp; RT: Former FM of Scotland @AlexSalmond on why workers rights protected by the EU are under threat. #EUDebate
https://t.co/hO9zSBe4jv",leave
"In Europe, our economy is stronger &amp; our future is brighter. Leaving is a leap in the dark #Newsbeat https://t.co/sDAlD5WTFW",stay
The EU referendum is on June 23rd: the only choice for a stronger &amp; safer Britain is to vote remain #Newsbeat https://t.co/UgIV3RtKsH,stay
"The choice facing Britain is clear: Britain #Strongerin Europe, or a leap into the dark #Newsbeat https://t.co/sDAlD5WTFW",stay
"More jobs, lower prices &amp; safer streets: why Britain is #Strongerin Europe #Newsbeat https://t.co/UgIV3RtKsH",stay
RT @StrongerInPress: .@ChukaUmunna: The leave campaign has no credibility when it comes to spending money on our public services #Newsbeat,stay
"World Bank, OECD, Bank of England, IFS, NIESR, LSE, HM Treasury, PwC, Oxford Economics are all clear: #Newsbeat  https://t.co/RzztV6MGJa",leave
Leaving Europe would wreck our economy and mean £36bn less for public services like the NHS. #Newsbeat https://t.co/Qbn4xuD6VW,leave
"Simon Stevens, the boss of the NHS England is clear: leaving Europe would be dangerous for our NHS. #Newsbeat  https://t.co/AJ7F2s98X6",leave
"Inside the EU we can better fight crime. European Arrest Warrant means we sent over 7,400 suspected criminals back to the EU. #Newsbeat",stay
"If we voted to leave the EU, we’d lose access to the European Arrest Warrant – hurting UK security #Newsbeat https://t.co/qPFiKTybsG",stay
"The EU invested over £100m in Northern Ireland PEACE programme, helping the peace process. https://t.co/o9PcwO0yQw #Newsbeat",leave
Secretary General of NATO: “a strong Europe is good for NATO.” Inside the EU &amp; inside NATO = Best of Both Worlds. #Newsbeat,stay
Obama: “The European Union doesn’t moderate British influence – it magnifies it.” #Newsbeat https://t.co/WWgioH9b8f,leave
"RT @BBCNewsbeat: Chloe from Birmingham is voting Remain to ""protect Britain's place in the world"".  #Newsbeat  #BBCDebate #EUDebate https:/…",stay
Being in the EU magnifies the UK’s influence &amp; voice in the world. #Newsbeat https://t.co/q11ORhjJFq,stay
Research from the NFU shows that leaving the EU could mean higher food prices for you and your family. #Newsbeat https://t.co/5Lj6A3yAL5,stay
"Free trade for UK business, more UK jobs &amp; lower prices – the best of Europe &amp; a great deal for UK #Newsbeat https://t.co/tGVTGDj8lX",leave
"RT @BBCNewsbeat: Dan from Birmingham thinks leaving EU risky because ""we won't get same trade deals &amp; we lose influence"". #Newsbeat https:/…",leave
"In Europe, our economy is stronger &amp; our future is brighter. Leaving is a leap in the dark #Newsbeat https://t.co/sDAlD5WTFW",leave
The EU is UK's biggest customer. Why would we want to damage our relationship with our biggest customer? #Newsbeat https://t.co/49xGrj34Vp,leave
"All the experts agree: leaving would hurt our economy. Leaving = £4,300 worse off for every household. #Newsbeat https://t.co/kLZq0AaQMO",leave
NINE out of ten economists say our economy will be damaged if we leave the EU - meaning jobs will be lost. #Newsbeat https://t.co/8Cda7sGeX0,stay
Inside the EU we get access to free trade agreements with over 50 countries. More trade means more jobs. #Newsbeat https://t.co/JQ5khfiKjw,stay
"Mark Carney, Governor of the Bank of England is clear: a vote to leave could mean higher mortgage rates. #Newsbeat https://t.co/8DE8d9J8V5",stay
RT @BBCNewsbeat: Chuka Umunna (Remain):  EU itself is our biggest customer - we massively benefit from trading freely in EU #Newsbeat https…,stay
Official Treasury analysis shows average wages would be lower if we leave. Young people are better off in. #Newsbeat https://t.co/Q6noc7qexo,leave
RT @StrongerInPress: @ChukaUmunna: The Chinese govt told me that we have much more negotiating power as part of the EU than if we were on o…,stay
UK jobs are on the line on this referendum. Being in the EU creates jobs + opportunities for UK families #BBCDebate https://t.co/HiQQ3H8V5O,stay
A vote to leave could mean £250bn in lower trade. Less trade means fewer jobs for young people #BBCDebate https://t.co/UlNrOc0k9p,stay
Independent evidence shows 3 million UK jobs are linked to EU trade. Let’s not put them at risk #BBCDebate https://t.co/Xh9vzbeeaN,stay
"Free trade for UK business, more UK jobs &amp; lower prices – the best of Europe &amp; a great deal for the UK #BBCDebate https://t.co/tGVTGDj8lX",leave
The weight of expert economic opinion is overwhelmingly in favour of  staying IN Europe. #BBCDebate https://t.co/7IqEDUf54E,stay
Prices are lower in UK shops thanks to our trade with the EU – why would we put that at risk by leaving? #BBCDebate https://t.co/PLmWEZHTFQ,leave
Leave Campaign are misleading the public by using a figure that has been universally discredited. #BBCDebate,stay
ALL these independent economic experts say Britain is stronger in Europe. https://t.co/o9PcwO0yQw #BBCDebate https://t.co/RzztV6MGJa,stay
"Norway, Switzerland, Canada &amp; WTO: all ideas proposed by Leave campaign, all would hit UK families #BBCDebate https://t.co/u8sJ1VLhCY",stay
The movement to remain is truly cross-party - leaders of all the major parties agree we're better off IN. #BBCDebate https://t.co/NDqhdYRouv,stay
Let's be clear: wrecking our economy by leaving the Single Market is NOT the way to tackle immigration. #BBCDebate,stay
"RT @BBCNewsbeat: Joshua says immigrants help uphold British industry - ""these people do work that is needed"" #Newsbeat #BBCDebate https://t…",stay
"RT @StrongerInPress: @ChukaUmunna: We should remember that we have 100,000 EU nationals that work in the NHS #BBCDebate",leave
"Wages down by £38 p/w, manufacturing hit: TUC verdict on impact of leaving EU #BBCDebate https://t.co/0nTBRsHgMx  https://t.co/Ym6JfMVIv5",stay
"Leave campaign cannot blame everything on immigration, says former CRE head Trevor Phillips: #BBCDebate https://t.co/BVEeqk3sVi",stay
Being inside the single market is vital for investment. This means more opportunities for young people. #BBCDebate https://t.co/JQ5khfiKjw,stay
Staying in Europe is worth a future 800k jobs. Vote to remain for more jobs &amp; opportunities #BBCDebate https://t.co/JQ5khfiKjw,stay
"RT @BBCNewsbeat: We're about to start our LIVE listener #EUref debate on @BBCR1 @1Xtra &amp; BBC News channel
#Newsbeat #BBCDebate https://t.co…",stay
"From more jobs &amp; lower prices to safer streets and workplaces, being in the EU is great for everyone: https://t.co/dHyUQpE0RU #EUDebate",stay
RT @angelaeagle: Brexit fears wipe £100bn off FTSE 100 in four days - business live https://t.co/wYdFLmpnCV,leave
"In Europe, our economy is stronger, our streets are safer &amp; our future is brighter. #EUDebate https://t.co/sDAlD5WTFW",stay
Britain’s new deal with Europe gives us the best of both worlds #StrongerIn https://t.co/tGVTGDj8lX #EUDebate,stay
RT @JeremyCliffe: Boris Johnson. Making arguments he knows are wrong for a cause in which he does not believe to win a job for which he is…,stay
Prices are lower in UK shops thanks to our trade with the EU – why would we put that at risk by leaving? #EUDebate  https://t.co/PLmWEZHTFQ,leave
Britain #StrongerIn Europe: all the benefits of Europe https://t.co/tGVTGDj8lX #EUDebate,stay
"Obama is clear: In the EU we have more influence, and it strengthens the UK-US special relationship. #EUDebate  https://t.co/0pKNNvd2NJ",stay
How being in Europe protects YOU at work in so many ways - important from Labour leader @jeremycorbyn: https://t.co/iNh53YH1ZO #EUDebate,leave
"""Can you name a single club which gives former members more powers than existing members?"" Great question from crowd. #eudebate",leave
"Leaving EU would be ""political arson"" writes former Labour foreign sec @DMiliband https://t.co/ephpdcBF1F https://t.co/lRlnBE5VuQ #EUDebate",stay
"WATCH/RT: ""I'm proud to be part of a European Union that protects rights"". Important from @leicesterliz at #EUdebate
https://t.co/qoKJCRXwS0",stay
MUST-WATCH: Labour leader Jeremy Corbyn says workers' rights &amp; the environment are better off IN Europe. https://t.co/noDq5AzoMn #EUDebate,leave
The EU fights harassment at work. Your workplace rights are safeguarded by the EU. #Strongerin https://t.co/sI5BtO0FDP #EUDebate,stay
Protections on parental leave and equal pay rules: women’s rights are #Strongerin Europe https://t.co/sI5BtO0FDP #EUDebate,stay
We sell over £220 billion to Europe every year. That mean jobs and opportunities. #EUDEbate  https://t.co/JQ5khfiKjw,leave
If only every partnership worked this well: we get almost £10 back for every £1 put into the EU https://t.co/mHA6MowEJP #EUDebate,stay
Why would we walk away from Europe? It projects our voice in the world and helps tackle cross-border issues like crime &amp; terrorism #EUDebate,leave
Secretary General of NATO: “a strong Europe is good for NATO.” Inside the EU &amp; inside NATO = Best of Both Worlds. #EUDebate,leave
"Inside the EU we can better fight crime. European Arrest Warrant means we sent over 7,400 suspected criminals back to the EU. #EUDebate",stay
"If we voted to leave the EU, we’d lose access to the European Arrest Warrant – hurting UK security https://t.co/qPFiKTybsG #EUDebate",stay
The former heads of MI5 and MI6 are clear: Britain is #StrongerIN #EUdebate,stay
Top security experts: Britain is SAFER when we work together IN Europe. #EUDebate https://t.co/TmRHxoKod5,leave
TEN reasons why staying in the EU means Britain is safer. Pls RT. https://t.co/2dArQBGDZB #EUDebate,stay
RT @nsoamesmp: Clear that many students actively engaged in Ref Campaign. Thinking Big as they should .Leave is definition of thinking smal…,leave
Alex Salmond points out the myths of the Leave Campaign: the UK has a veto over any new member joining the EU  #eudebate,stay
Fair to say Boris has changed his opinion of Turkey since backing the Leave campaign. #EUDebate https://t.co/hpiGBrmTJX,stay
"As Boris well knows, the UK can veto ANY new member from joining the EU - we can just say no. #EUDebate https://t.co/ZlGdCKAFeq",stay
"Here are six reasons why voting remain on 23 June will keep us all stronger, safer and better off. https://t.co/17jwWNYaSS #EUDebate",stay
Money saving expert Martin Lewis: we'll have less money in our pockets if we leave EU. https://t.co/naiUjHeb4Q #EUDebate,stay
RT @TelePolitics: EU and the environment: A good or bad influence? https://t.co/Zk0lYYK9fS #EUDebate https://t.co/w7sBkLotC0,stay
"RT @JamesMcGrory: Think economy warnings are just scaremongering? £100bn off the FTSE in four days at mere prospect of Brexit:
https://t.co…",stay
"More jobs, lower prices &amp; safer streets: why Britain is #StrongerIn Europe https://t.co/UgIV3RtKsH #EUDebate",stay
"Liz Kendall - leaving Europe will hit jobs and hit the economy, making it harder for people to get on housing ladder #eudebate",leave
"Mark Carney, Governor of the Bank of England is clear: a vote to leave could mean higher mortgage rates. #EUDebate  https://t.co/8DE8d9J8V5",stay
"What has the EU ever done for us? An awful lot, as it turns out. Here are 38 reasons to vote REMAIN #EUDebate https://t.co/dHyUQpE0RU",stay
Britain’s green businesses flourish and grow thank to our membership of Europe’s single market https://t.co/DgJe4IDcU2 #EUDebate,leave
"The TUC know what's best for British workers, and it's not #Brexit. https://t.co/0nTBRsHgMx https://t.co/ppo64wsefb #EUDebate",leave
Boris has spent the last few weeks touring the UK using made-up facts. #EUDebate https://t.co/unNG6fwpzM,stay
Former UN chief Kofi Annan: we shouldn't isolate ourselves by leaving the EU https://t.co/UhENti92G9 https://t.co/hu0OFNfG0H #EUDebate,leave
Obama: “The European Union doesn’t moderate British influence – it magnifies it.” Britain is #Strongerin https://t.co/WWgioH9b8f #EUDebate,stay
"Mark Carney, Governor of the Bank of England is clear, “we have substantial influence...I would say the UK has influence the EU” #EUDebate",leave
"In the EU our voice is louder. It helps us tackle cross-border issues like crime, terrorism and climate change. #Strongerin #EUDebate",stay
"#eudebate EU has played huge role in raising environmental standards in UK - as Boris's dad, Stanley, makes clear: https://t.co/swUXs8Rh9o",stay
Being in the EU magnifies the UK’s influence &amp; voice in the world. #Strongerin https://t.co/q11ORhjJFq #EUDebate,stay
"""Some call it red tape, I call it maternity and paternity leave"" - strong from @leicesterliz at tonight's #EUDebate. https://t.co/5ZgeF68Wvp",leave
"RT @GregHands: The pound may slump to a 30-year low if the U.K. decides to leave the EU, according to economists - Bloomberg https://t.co/Q…",stay
Britain partakes in EU legislation that protect our wildlife and over 8m hectares of British nature. https://t.co/DgJe4IDcU2 #EUDebate,stay
The EU amplifies Britain’s voice in leading the global effort to fight climate change. #EUDebate  https://t.co/DgJe4IDcU2,stay
Liz Kendall - there is one foreign leader who would be happy when if left: Vladimir Putin #eudebate,stay
The EU invests billions of pounds in the UK helping young people get skills and jobs. #Strongerin https://t.co/mS2B2x4Nio #EUDebate,stay
Spanish PM Rajoy is clear: #Brexit would mean Brits lose our right to move freely around Europe https://t.co/DDNhN7DmNW #EUDebate,leave
Leave campaign leader Boris Johnson passionately disagrees with… himself - as this video shows: https://t.co/r08I6aBk8w #EUDebate,stay
The EU invested almost 1 billion pounds in UK research last year. British universities are #Strongerin https://t.co/NCJGaGIbSs #EUDebate,stay
"Being in the EU means UK students can study abroad in Spain, France and other European countries with no extra fees. #Strongerin #EUDebate",stay
"EU membership means that 15,000 students a year study abroad. Inside Europe means more opportunities for young people. #Strongerin #EUDebate",stay
"Our world-class universities, from Oxford to Kent Uni, back our place in Europe. We are #StrongerIn https://t.co/hZN2W3f68N #EUDebate",stay
The Bank of England is clear: leaving Europe could push up prices. Vote remain to keep prices low. #EUDebate  https://t.co/QsE3GT7HLA,stay
"From China &amp; India to the USA &amp; Italy, world leaders agree that the UK is better off IN. #EUDEbate  https://t.co/mcgFhN5F1U",leave
Liz Kendall is right: most of the threats we face are global in nature - and we get more influence and power as part of the EU #EUdebate,stay
"Britain gets £66 million investment from the EU EVERY DAY into UK, creating jobs. #EUDebate  https://t.co/o9PcwO0yQw https://t.co/9B0TdR5wBS",stay
Play your part in this vital campaign today: https://t.co/QWpZVEDgh3 #eudebate,stay
"From more jobs to safer streets, 60 seconds that sum up why we’re stronger, safer &amp; better off IN Europe. https://t.co/17jwWNYaSS #EUDebate",stay
Boris in 2015 - union in Europe is a good thing. Boris in 2016 – Hitler tried to make a union in Europe #EUDebate https://t.co/6aZZE7fkF9,leave
RT @NicDakinMP: Peace Freedom Prosperity It's more than a union - it's a community where we all share the same values &amp; work together for a…,leave
RT @NicDakinMP: No. But  if there is global turbulence a strong EU with the UK being a leader will help world security.,stay
"RT @UKLabour: If we leave EU, our hard-fought workers’ rights will be in the hands of the Tories. We can’t let that happen. RT → https://t.…",stay
Boris thinks he can get away without telling the public what a leave vote would mean. #EUDebate  https://t.co/I8mRSOPBg5,stay
RT @Jack_Blanchard_: YET MORE SCAREMON... oh. https://t.co/4jpJEmfobq,stay
"What has the EU ever done for us? How about these: dozens of positive, uplifting reasons to vote REMAIN. https://t.co/dHyUQpE0RU #EUDebate",stay
Eye-opening confession from Boris: he's saying something without checking it was true. #shocking #eudebate,stay
"Wages £1,800 higher thanks to EU membership. Vote to remain for higher wages. #Strongerin https://t.co/Q6noc7qexo #EUDebate",stay
Boris hasn't even read the report he's referencing. #EUDebate https://t.co/14Noj6yf0y,stay
Alex Salmond taking Boris to task for quoting a report he hasn't read. #eudebate,leave
BORIS ADMITS he hasn't actually read the report he's quoting #eudebate,leave
Boris: never a man to let the facts get in the way of a good story #EUDebate  https://t.co/unNG6fwpzM,stay
"How can a man who described £250,000 as ""chicken feed"" possibly speak for working families? #EUDebate https://t.co/2tm4sQYTH5",leave
"RT @benrileysmith: Audience member criticises Priti Patel's claims on Brexit: ""Your belief isn’t good enough … I need something more concre…",stay
Leaving Europe could mean recession. That means fewer jobs and opportunities. Young people are #Strongerin https://t.co/l326N0rp1N #EUDebate,stay
Opportunities for young people are on the line at this referendum - as the audience member says #eudebate,leave
Flights are 40% cheaper thanks to EU membership. Young people travelling are #Strongerin https://t.co/KKrVHskNZv #EUDebate,stay
"Young people will be hit hardest if UK votes to leave the EU, according to CBI #EUDebate https://t.co/u6xg3fUQvC https://t.co/GFkluFxHVl",stay
"Staying in Europe is worth a future 800,000 jobs. REMAIN for more jobs &amp; opportunities for young people. #EUDebate https://t.co/JQ5khfiKjw",stay
Audience member is right: being in Europe means more opportunities for young people #eudebate,leave
"RT @MirrorPolitics: Brexit fears wipe £30bn off the stock market
https://t.co/2zBXcsCOMA https://t.co/B0q5wAEY7X",stay
Liz Kendall: Leave Campaigners say leaving the EU and jobs being lost is a price worth paying #eudebate,stay
Even Boris admits jobs will go if we leave Europe. #EUDebate  https://t.co/9fNrUaiPpZ,stay
"WATCH: Boris is so confused about the EU, he can't even agree with himself. #EUDebate https://t.co/r08I6aBk8w",leave
Independent evidence shows 3 million UK jobs are linked to EU trade. Let’s not put them at risk #EUDebate https://t.co/Xh9vzbeeaN,leave
•Boris changes his mind every week on what Britain out of Europe might look like - he has NO idea. #EUDebate https://t.co/I8mRSOPBg5,stay
"Prime Minister was clear: the UK could survive outside the EU, but can thrive within it. #eudebate",leave
Boris cites Project Fear. Just like he cited Hitler a few weeks ago #EUDebate  https://t.co/6aZZE7fkF9,stay
Boris has spent the last few weeks touring the UK using completely made-up facts. #EUDebate https://t.co/unNG6fwpzM,stay
"Norway, Switzerland, Canada &amp; WTO: all ideas proposed by Leave campaign, all would hit UK families https://t.co/u8sJ1VLhCY #EUDebate",stay
"The answer's yes, Boris #eudebate https://t.co/HyuncVo0dV",stay
Nearly half our exports go to the EU. Leaving would hit UK businesses and cost jobs. #eudebate,stay
"World Bank, OECD, Bank of England, IFS, LSE, HM Treasury, PwC are all clear: our economy is #Strongerin https://t.co/RzztV6MGJa #EUDebate",stay
9 out of 10 economists believe leaving the EU would hit the UK economy - and even the Leave Campaigners admit it would be hit #eudebate,stay
Official Treasury analysis is clear. Leaving Europe would mean over half a million unemployed. #EUDebate  https://t.co/l326N0rp1N,leave
"Mark Carney, Governor of the Bank of England, has made clear: leaving Europe could mean recession. #EUDebate https://t.co/azKuJy108v",leave
RT @TelePolitics: #EUDebate: Liz Kendall has dismissed concerns about EU red tape https://t.co/Zk0lYYK9fS https://t.co/NzqsAz0qsM,stay
RT @JBeattieMirror: £30bn wiped off FTSE 100 today in Brexit fears. That's a lot of money off pension funds,stay
Car manufacturers from Ford to Honda all say UK is better off IN Europe. https://t.co/o9PcwO0yQw https://t.co/iFc3bCBPP1 #EUDebate,stay
Boris himself has said jobs “might” go if we leave Europe. Total disregard for ordinary working families. #EUDebate https://t.co/9fNrUaiPpZ,stay
Boris has said he wants to scrap the Social Chapter - which protects vital workers' rights #eudebate,stay
"Liz Kendall highlights Leave Campaign's campaigns against workers' rights - Priti Patel said she wanted to ""halve"" them #eudebate",stay
"RT @horton_official: ""Some may call it red tape, I call it maternity and paternity leave"" #EUDebate @leicesterliz #queen https://t.co/TdH3E…",stay
"Inside the EU, British business can sell to 500 million consumers. More trade means more jobs. #EUDebate https://t.co/JQ5khfiKjw",leave
Workers' rights are #StrongerIN the EU #eudebate,stay
"Just 1 in 20 businesses back a vote to leave EU: staying IN is best for UK businesses, families &amp; jobs. https://t.co/UuPxpQq4mW #EUDebate",stay
EIGHT out of ten UK business want us to stay in Europe – UK businesses &amp; jobs are #StrongerIn Europe https://t.co/UuPxpQq4mW  #EUDebate,stay
Liz Kendall highlights importance of digital single market for UK start-ups #eudebate,leave
The weight of expert economic opinion is overwhelmingly in favour of  staying IN Europe. #EUDebate https://t.co/4RXkHftgQg,stay
Boris has changed his tune on immigration somewhat since joining the Leave campaign #EUDebate https://t.co/Woid1RprEL,stay
Experts from every walk of life have joined together to say that we're better off staying IN Europe. #EUDebate https://t.co/BzayZNcldO,stay
Undecided in the referendum? Here are SIX reasons why we all have a brighter future by staying IN. #EUDebate https://t.co/17jwWNYaSS,stay
Alex Salmond attacks Leave Campaign's scaremongering #eudebate,stay
Liz Kendall makes a strong point on how being in the EU helps our NHS #eudebate,leave
Leaving Europe would wreck our economy and mean £36bn less for public services like the NHS. #EUDebate https://t.co/Qbn4xuD6VW,leave
Trevor Phillips: immigration issues will be made WORSE not better by leaving EU https://t.co/BVEeqk3sVi #EUDebate https://t.co/NC9OzKSEn1,leave
WATCH and RT: the big debate - Boris Johnson vs Boris Johnson https://t.co/r08I6aBk8w #EUDebate,leave
"RT @UKLabour: .@jeremycorbyn, our MPs, and trade union leaders stand united: we're voting Remain on 23 June. If you are too, RT ↓ https://t…",stay
Tune in now for the @Telegraph and @HuffPostUK #EUDebate live: https://t.co/x6Ci5LZHAA,stay
"Labour’s @andyburnhammp and the ""patriotic case for remaining in the EU” https://t.co/ExwZeGfG6l https://t.co/pMQU0C2hHg",stay
RT @MaryCreaghMP: Let's not put our NHS at risk - a vote to leave would be a leap in the dark. #StrongerIn #LabourInforBritain @tuc https:/…,stay
You can't trust the Leave campaign on the NHS - they've called for it to be cut &amp; privatised their whole careers https://t.co/sGQ2Coffkn,stay
Labour leader Jeremy Corbyn: Don't risk our NHS with a vote to leave - vote REMAIN https://t.co/stsmFqByMY,stay
Corbyn: Independent IFS predict up to £40bn black hole in public finances if we leave - that means NHS cuts https://t.co/TUvR8wDFLE,stay
"WATCH and RT: Keira Knightley on why it’s important to get out and vote on 23 June:
https://t.co/zY46NJ8n3N",stay
"RT @UKLabour: Leave campaigners - Boris Johnson, Michael Gove, Nigel Farage - cannot be trusted with our NHS. Agree? RT →
#EUref https://t.…",stay
RT @nickjfrost: I will be voting to REMAIN in the EU.,stay
"RT @UKLabourIN: If you care about the NHS, vote to Remain in the EU - Labour leader @jeremycorbyn. Agree with Jeremy? RT. https://t.co/xqaa…",stay
RT @UKLabour: Today @jeremycorbyn made our case clear: for the NHS we must vote to Remain in the EU. Agree with Jeremy? Share → https://t.c…,stay
WATCH: Yvette Cooper makes the Labour case for staying #StrongerIn Europe for workers' rights &amp; the NHS https://t.co/X6TBOrC3UX,stay
Labour leader @jeremycorbyn: our NHS is at risk if we vote to leave on 23 June #StrongerIn https://t.co/nvLHISBTj8,stay
